	frame	subF	1stSym	symbol#	cellId	rnti	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	87	2	11	1	1	1	1776	28	0	21.193 	1	0.999935
DL	87	2	13	43	2	1	54118	22	0	10.8558	 	1	1
DL	87	2	56	55	2	1	14336	24	1	10.8558	 	0	0
UL	87	3	7	1	1	1	1776	28	0	20.0578 	1	1
DL	87	3	9	47	2	1	59152	22	0	10.8558	 	1	1
DL	87	3	56	55	2	1	14336	24	1	17.5937	 	0	0
DL	87	4	8	48	2	1	51117	20	0	17.5937	 	0	0
DL	87	4	56	55	2	1	14336	24	1	16.5859	 	0	0
UL	87	5	8	1	1	1	1640	26	0	20.8436 	0	1.01166e-07
DL	87	5	9	61	2	1	64963	20	0	16.5859	 	0	0
UL	87	6	13	1	1	1	1640	26	0	20.8685 	0	2.11256e-08
DL	87	6	14	30	2	1	23232	16	0	12.6991	 	0	0
DL	87	6	44	43	2	1	54118	22	1	12.6991	 	0	0
DL	87	6	87	91	2	1	4943	16	0	12.6991	 	0	0
UL	87	7	11	1	1	1	1776	28	1	21.4403 	0	0
DL	87	7	18	30	2	1	43566	24	0	17.5833	 	0	0.0217943
DL	87	7	48	47	2	1	59152	22	1	17.5833	 	0	0
DL	87	7	95	15	2	1	21780	24	0	17.5833	 	0	0.0977926
UL	87	8	1	1	1	1	1776	28	1	21.4403 	0	0
DL	87	8	9	45	2	1	65349	24	0	17.5833	 	1	0.181074
UL	87	9	7	1	1	1	1640	26	0	21.2975 	0	1.72307e-09
DL	87	9	8	45	2	1	65349	24	0	11.3567	 	1	1
UL	88	0	7	1	1	1	1640	26	0	20.894 	0	0
DL	88	0	9	1	2	1	865	18	0	14.0532	 	0	0
DL	88	1	7	35	2	1	50826	24	0	16.3892	 	0	0.0100075
UL	88	2	6	1	1	1	1640	26	0	19.5138 	0	0.000104002
DL	88	2	7	6	2	1	7548	22	0	17.607	 	0	0
DL	88	2	46	45	2	1	65349	24	1	17.607	 	0	0
UL	88	3	7	1	1	1	1640	26	0	20.1829 	0	4.19043e-06
DL	88	3	9	10	2	1	7740	16	0	13.7442	 	0	0
DL	88	3	46	45	2	1	65349	24	1	13.7442	 	0	0
DL	88	4	7	75	2	1	65349	18	0	17.7012	 	0	0
UL	88	5	7	1	1	1	1776	28	0	21.3193 	1	0.999956
DL	88	5	8	45	2	1	65349	24	0	12.7783	 	1	1
UL	88	6	7	1	1	1	1776	28	0	21.2684 	1	0.999964
DL	88	6	8	12	2	1	15100	22	0	11.7532	 	1	1
DL	88	7	13	75	2	1	65349	18	0	17.5845	 	0	0
DL	88	8	7	1	2	1	1449	24	0	17.5845	 	0	0.00121111
UL	88	9	6	1	1	1	1640	26	0	20.3987 	0	6.92534e-07
DL	88	9	8	38	2	1	33107	18	0	12.3553	 	0	0.623414
DL	88	9	46	45	2	1	65349	24	1	12.3553	 	0	0
UL	89	0	1	1	1	1	1776	28	1	20.3987 	0	0
UL	89	0	8	1	1	1	1640	26	0	20.8669 	0	1.87427e-08
DL	89	0	10	3	2	1	2609	18	0	13.6371	 	0	0
DL	89	0	13	12	2	1	15100	22	1	13.6371	 	0	0
DL	89	0	25	214	2	1	55400	18	0	13.6371	 	0	0
UL	89	1	1	1	1	1	1776	28	1	20.8669 	0	0
DL	89	1	8	55	2	1	14336	24	0	17.6372	 	0	1.20438e-06
UL	89	2	8	1	1	1	1640	26	0	21.9151 	0	1.68954e-10
DL	89	2	9	55	2	1	14336	24	0	13.3542	 	1	1
UL	89	3	7	1	1	1	1640	26	0	20.3856 	0	6.86034e-07
DL	89	3	9	103	2	1	14238	16	0	17.6291	 	0	0
DL	89	4	12	75	2	1	14336	20	0	17.7406	 	0	0
DL	89	5	7	55	2	1	14336	24	0	17.7406	 	0	2.53279e-11
UL	89	6	7	1	1	1	1640	26	0	19.2941 	0	0.00154608
DL	89	6	9	14	2	1	14905	20	0	11.3966	 	1	1
DL	89	6	56	55	2	1	14336	24	1	11.3966	 	0	0
UL	89	7	7	1	1	1	1718	27	0	21.0234 	1	0.153246
DL	89	7	8	45	2	1	65349	24	0	14.0474	 	1	1
DL	89	8	7	1	2	1	1449	24	0	17.6784	 	0	1.2616e-09
UL	89	9	6	1	1	1	1640	26	0	20.5432 	0	7.44702e-07
DL	89	9	7	69	2	1	34670	24	0	17.5939	 	0	0.00178791
UL	90	0	7	1	1	1	1640	26	0	20.3514 	0	4.89577e-07
DL	90	0	9	6	2	1	5224	18	0	10.1673	 	1	1
DL	90	0	15	14	2	1	14905	20	1	10.1673	 	0	0
DL	90	1	14	32	2	1	34076	20	0	17.6533	 	0	0
DL	90	1	46	45	2	1	65349	24	1	17.6533	 	0	0
DL	90	1	91	29	2	1	30880	20	0	17.6533	 	0	0
UL	90	2	1	1	1	1	1718	27	1	20.98 	0	0
DL	90	2	8	1	2	1	1449	24	0	17.6533	 	0	1.97743e-08
UL	90	3	8	1	1	1	1640	26	0	20.9808 	0	7.99142e-09
DL	90	3	9	70	2	1	36122	24	0	11.0686	 	1	1
UL	90	4	12	1	1	1	1640	26	0	19.3813 	0	0.000580385
DL	90	4	13	6	2	1	5224	18	1	9.94787	 	0	0
DL	90	4	19	106	2	1	143	14	0	9.94787	 	0	2.00899e-11
DL	90	5	7	46	2	1	1265	24	0	9.94787	 	1	1
UL	90	6	7	1	1	1	1640	26	0	20.3024 	0	9.45134e-07
DL	90	6	8	45	2	1	65349	24	0	13.5909	 	1	1
UL	90	7	7	1	1	1	1640	26	0	21.9352 	0	1.86231e-10
DL	90	7	8	36	2	1	31363	18	0	10.3846	 	1	1
DL	90	7	71	70	2	1	36122	24	1	10.3846	 	0	0
DL	90	8	8	1	2	1	619	14	0	17.6658	 	0	0
UL	90	9	14	1	1	1	1640	26	0	19.4784 	0	0.000123729
DL	90	9	16	31	2	1	19203	14	0	12.9089	 	0	0
DL	90	9	47	46	2	1	1265	24	1	12.9089	 	0	0
DL	90	9	93	62	2	1	38412	14	0	12.9089	 	0	0
UL	91	0	7	1	1	1	1640	26	0	20.6288 	0	1.1139e-07
DL	91	0	8	1	2	1	865	18	0	12.9089	 	0	0
DL	91	0	46	45	2	1	65349	24	1	17.6861	 	0	0
DL	91	1	8	29	2	1	22457	16	0	17.6861	 	0	0
DL	91	1	37	36	2	1	31363	18	1	17.6861	 	0	0
UL	91	2	7	1	1	1	1718	27	0	21.702 	0	0
DL	91	2	9	109	2	1	27226	24	0	11.7128	 	1	1
UL	91	3	7	1	1	1	1718	27	0	20.7379 	1	0.254821
DL	91	3	9	116	2	1	58002	20	0	12.4684	 	1	1
DL	91	4	8	85	2	1	57905	24	0	17.7261	 	0	1.50155e-10
UL	91	5	7	1	1	1	1640	26	0	20.9627 	0	1.43001e-08
DL	91	5	8	40	2	1	58089	24	0	17.5834	 	0	0.0258723
UL	91	6	7	1	1	1	1640	26	0	20.4215 	0	1.35706e-06
DL	91	6	9	74	2	1	57314	16	0	17.5917	 	0	0
DL	91	6	110	109	2	1	27226	24	1	17.5917	 	0	0
DL	91	7	6	50	2	1	38724	16	0	17.5917	 	0	0
DL	91	7	117	116	2	1	58002	20	1	17.6104	 	0	0
UL	91	8	1	1	1	1	1718	27	1	21.1707 	0	0
UL	91	8	14	1	1	1	1640	26	0	19.8714 	0	6.56618e-05
DL	91	8	15	1	2	1	1449	24	0	17.6104	 	1	0.214635
UL	91	9	7	1	1	1	1640	26	0	19.8714 	0	6.56618e-05
DL	91	9	8	60	2	1	21599	24	0	13.1505	 	1	1
DL	92	0	7	57	2	1	6204	22	0	17.601	 	0	0
UL	92	1	7	1	1	1	1640	26	0	21.2469 	0	6.67082e-09
DL	92	1	8	52	2	1	65446	22	0	12.1076	 	1	1
UL	92	2	12	1	1	1	1640	26	0	21.264 	0	1.06958e-08
DL	92	2	13	1	2	1	1449	24	1	6.45108	 	0	0
DL	92	2	14	11	2	1	13839	22	0	6.45108	 	1	1
DL	92	3	9	1	2	1	865	18	0	6.45108	 	1	1
DL	92	3	61	60	2	1	21599	24	1	17.6032	 	0	0
UL	92	4	14	1	1	1	1640	26	0	21.087 	0	1.48096e-08
DL	92	4	15	73	2	1	40478	24	0	17.6032	 	1	0.742586
DL	92	5	15	38	2	1	29428	16	0	17.5951	 	0	0
DL	92	5	53	52	2	1	65446	22	1	17.5951	 	0	0
DL	92	5	105	99	2	1	11140	16	0	17.5951	 	0	0
DL	92	6	7	5	2	1	2382	12	0	17.5951	 	0	0
DL	92	6	12	11	2	1	13839	22	1	17.5951	 	0	0
DL	92	6	23	159	2	1	10404	12	0	17.5832	 	0	0
UL	92	7	7	1	1	1	1640	26	0	20.0086 	0	1.45879e-05
DL	92	7	8	1	2	1	865	18	1	17.5832	 	0	0
DL	92	7	10	63	2	1	13755	22	0	17.5832	 	0	0
UL	92	8	7	1	1	1	1640	26	0	19.7816 	0	1.11056e-05
DL	92	8	8	63	2	1	13755	22	0	8.61198	 	1	1
DL	92	8	74	73	2	1	40478	24	1	8.61198	 	0	0
DL	92	9	7	54	2	1	12884	24	0	17.5867	 	0	0.0033639
UL	93	0	8	1	1	1	1640	26	0	20.5502 	0	1.29066e-07
DL	93	0	9	63	2	1	13755	22	0	10.7934	 	1	1
UL	93	1	6	1	1	1	1640	26	0	21.3675 	0	2.70727e-09
DL	93	1	7	9	2	1	13065	24	0	10.7934	 	1	1
DL	93	2	9	1	2	1	619	14	0	17.5867	 	0	0
DL	93	2	64	63	2	1	13755	22	1	17.5867	 	0	0
UL	93	3	8	1	1	1	1640	26	0	20.344 	0	5.44411e-07
DL	93	3	9	56	2	1	15788	24	0	15.9143	 	0	0.92559
UL	93	4	7	1	1	1	1640	26	0	19.9143 	0	4.69278e-06
DL	93	4	8	56	2	1	48793	18	0	15.9143	 	0	0
DL	93	4	64	63	2	1	13755	22	1	17.7653	 	0	0
DL	93	5	8	2	2	1	1737	18	0	17.7653	 	0	0
DL	93	5	10	9	2	1	13065	24	1	17.7653	 	0	0
DL	93	5	19	73	2	1	63605	18	0	17.7653	 	0	0
UL	93	6	12	1	1	1	1640	26	0	21.3542 	0	1.18506e-09
DL	93	6	13	1	2	1	1254	22	0	12.6294	 	1	1
DL	93	7	6	132	2	1	35066	22	0	12.6294	 	1	1
DL	93	8	7	61	2	1	23051	24	0	17.5965	 	1	0.760171
UL	93	9	8	1	1	1	1640	26	0	19.1467 	0	2.44684e-11
DL	93	9	9	50	2	1	7076	24	0	10.0925	 	1	1
UL	94	0	7	1	1	1	1640	26	0	18.3678 	0	0.138352
DL	94	0	8	1	2	1	1254	22	1	15.6278	 	0	0
DL	94	0	10	75	2	1	65349	18	0	15.6278	 	0	0
DL	94	1	8	73	2	1	63605	18	0	17.0286	 	0	0
UL	94	2	13	1	1	1	1718	27	0	20.2116 	1	0.571959
DL	94	2	14	1	2	1	1254	22	0	13.2386	 	1	1
DL	94	2	62	61	2	1	23051	24	1	13.2386	 	0	0
DL	94	3	7	44	2	1	27260	14	0	13.2386	 	0	0
DL	94	3	51	50	2	1	7076	24	1	17.6194	 	0	0
DL	94	3	101	26	2	1	16105	14	0	17.6194	 	0	0
DL	94	4	8	1	2	1	1254	22	0	17.6194	 	0	0
UL	94	5	21	1	1	1	1543	25	0	20.7176 	0	0
DL	94	5	22	75	2	1	43382	24	0	11.8065	 	1	1
DL	94	6	7	1	2	1	1254	22	1	11.8065	 	0	0
DL	94	6	8	100	2	1	40961	20	0	11.8065	 	1	1
UL	94	7	1	1	1	1	1718	27	1	21.7048 	0	0
DL	94	7	8	74	2	1	41930	24	0	13.8739	 	1	1
UL	94	8	7	1	1	1	1640	26	0	21.497 	0	1.39987e-09
DL	94	8	8	30	2	1	43566	24	0	10.1909	 	1	1
UL	94	9	8	1	1	1	1640	26	0	22.3584 	0	1.61344e-11
DL	94	9	10	56	2	1	43371	16	0	10.3183	 	0	0.0271599
DL	94	9	76	75	2	1	43382	24	1	10.3183	 	0	0
DL	95	0	8	21	2	1	16260	16	0	17.6807	 	0	0
DL	95	0	101	100	2	1	40961	20	1	17.6807	 	0	0
UL	95	1	11	1	1	1	1640	26	0	21.6067 	0	8.39574e-10
DL	95	1	13	1	2	1	865	18	0	12.0972	 	0	0.498575
DL	95	1	75	74	2	1	41930	24	1	12.0972	 	0	0
UL	95	2	7	1	1	1	1640	26	0	19.777 	0	3.41375e-05
DL	95	2	9	22	2	1	13628	14	0	12.0972	 	0	0
DL	95	2	31	30	2	1	43566	24	1	17.5844	 	0	0
DL	95	2	61	117	2	1	6959	14	0	17.5844	 	0	0
DL	95	3	8	94	2	1	7267	16	0	17.5844	 	0	0
UL	95	4	13	1	1	1	1718	27	0	20.0657 	1	0.769364
DL	95	4	15	45	2	1	65349	24	0	13.054	 	1	1
UL	95	5	7	1	1	1	1718	27	0	20.729 	1	0.541141
DL	95	5	8	1	2	1	768	16	0	13.054	 	0	0
DL	95	6	18	65	2	1	28859	24	0	17.7192	 	0	2.66864e-10
DL	95	7	8	55	2	1	14336	24	0	17.7192	 	0	1.95016e-10
UL	95	8	7	1	1	1	1640	26	0	21.6279 	0	4.20383e-10
DL	95	8	9	37	2	1	32235	18	0	8.37447	 	1	1
DL	95	8	46	45	2	1	65349	24	1	8.37447	 	0	0
UL	95	9	13	1	1	1	1718	27	1	20.8557 	0	0
UL	95	9	21	1	1	1	1640	26	0	20.8557 	0	0
DL	95	9	23	75	2	1	65349	18	0	13.8381	 	0	0
UL	96	0	1	1	1	1	1718	27	1	20.8557 	0	0
DL	96	0	8	1	2	1	1449	24	0	13.8381	 	1	1
UL	96	1	7	1	1	1	1640	26	0	20.086 	0	2.33313e-05
DL	96	1	8	15	2	1	21780	24	0	12.2323	 	1	1
UL	96	2	6	1	1	1	1640	26	0	20.5436 	0	1.2581e-07
DL	96	2	8	1	2	1	619	14	0	15.9035	 	0	0
DL	96	2	38	37	2	1	32235	18	1	15.9035	 	0	0
DL	96	3	7	58	2	1	50534	18	0	15.9035	 	0	0
UL	96	4	7	1	1	1	1776	28	0	21.7695 	1	0.999287
DL	96	4	8	1	2	1	1449	24	1	12.5183	 	0	0
DL	96	4	10	1	2	1	865	18	0	12.5183	 	0	0.0138731
UL	96	5	14	1	1	1	1776	28	0	20.9948 	0	6.399e-07
DL	96	5	16	15	2	1	21780	24	1	12.5091	 	0	0
DL	96	5	31	187	2	1	13766	16	0	12.5091	 	0	0
DL	96	6	8	109	2	1	6117	22	0	12.5091	 	1	1
UL	96	7	12	1	1	1	1640	26	0	21.8789 	0	1.72469e-10
DL	96	7	14	109	2	1	6117	22	0	11.7354	 	1	1
DL	96	8	8	158	2	1	6603	18	0	11.7354	 	0	0
UL	96	9	1	1	1	1	1776	28	1	19.6477 	0	0
DL	96	9	9	177	2	1	6020	16	0	12.3476	 	0	0
UL	97	0	7	1	1	1	1776	28	0	20.2478 	1	1
DL	97	0	8	93	2	1	6492	16	0	13.0052	 	0	0
DL	97	0	110	109	2	1	6117	22	1	13.0052	 	0	0
UL	97	1	7	1	1	1	1776	28	0	20.7104 	1	1
DL	97	1	9	83	2	1	6784	18	0	10.0164	 	1	1
DL	97	1	110	109	2	1	6117	22	1	10.0164	 	0	0
DL	97	2	7	83	2	1	6784	18	0	15.9337	 	0	0
UL	97	3	13	1	1	1	1718	27	0	20.4963 	1	0.565247
DL	97	3	14	84	2	1	65057	16	0	11.7913	 	0	0
DL	97	4	8	66	2	1	57505	18	0	11.7913	 	1	1
UL	97	5	1	1	1	1	1776	28	1	20.5535 	0	0
DL	97	5	10	74	2	1	45850	14	0	10.8397	 	0	0
DL	97	5	84	83	2	1	6784	18	1	10.8397	 	0	0
DL	97	5	167	19	2	1	11768	14	0	10.8397	 	0	0
UL	97	6	1	1	1	1	1776	28	1	20.7106 	0	0
UL	97	6	8	1	1	1	1640	26	0	20.6128 	0	3.93637e-07
DL	97	6	9	46	2	1	57894	22	0	12.3337	 	1	1
UL	97	7	8	1	1	1	1640	26	0	20.6128 	0	3.93637e-07
DL	97	7	9	56	2	1	43371	16	0	12.6322	 	0	0
UL	97	8	1	1	1	1	1718	27	1	20.6128 	0	0
DL	97	8	8	10	2	1	7740	16	0	17.6112	 	0	0
DL	97	8	67	66	2	1	57505	18	1	17.6112	 	0	0
UL	97	9	7	1	1	1	1640	26	0	20.6147 	0	0
DL	97	9	8	10	2	1	7740	16	0	17.7149	 	0	0
UL	98	0	7	1	1	1	1640	26	0	19.9936 	0	6.46734e-06
DL	98	0	8	10	2	1	7740	16	0	15.9333	 	0	0
DL	98	0	47	46	2	1	57894	22	1	15.9333	 	0	0
DL	98	1	7	9	2	1	7837	18	0	15.9333	 	0	0
UL	98	2	19	1	1	1	1640	26	0	19.123 	0	0.00130565
DL	98	2	20	6	2	1	7548	22	0	10.4193	 	1	1
UL	98	3	7	1	1	1	1640	26	0	21.4914 	0	1.068e-09
DL	98	3	8	5	2	1	7257	24	0	10.4193	 	1	1
DL	98	4	7	69	2	1	21307	22	0	17.584	 	0	0
UL	98	5	8	1	1	1	1640	26	0	21.0642 	0	1.26707e-08
DL	98	5	9	69	2	1	21307	22	0	12.1421	 	1	1
UL	98	6	7	1	1	1	1640	26	0	19.9155 	0	0.000285804
DL	98	6	8	6	2	1	7548	22	1	17.594	 	0	0
DL	98	6	14	47	2	1	36400	16	0	17.594	 	0	0
DL	98	7	26	5	2	1	7257	24	1	17.6096	 	0	0
DL	98	7	32	38	2	1	29428	16	0	17.6096	 	0	0
DL	98	8	7	15	2	1	21780	24	0	17.6096	 	0	7.84258e-05
UL	98	9	7	1	1	1	1718	27	0	19.4625 	1	0.993697
DL	98	9	9	19	2	1	14711	16	0	8.49079	 	1	1
DL	98	9	70	69	2	1	21307	22	1	8.49079	 	0	0
UL	99	0	7	1	1	1	1640	26	0	19.48 	0	1.86517e-14
DL	99	0	8	5	2	1	7257	24	0	10.9732	 	1	1
DL	99	1	14	30	2	1	43566	24	0	17.652	 	0	4.56322e-08
DL	99	2	6	1	2	1	1449	24	0	17.652	 	0	2.27989e-08
UL	99	3	7	1	1	1	1640	26	0	21.1866 	0	0
DL	99	3	10	10	2	1	6190	14	0	13.5989	 	0	0
DL	99	3	20	19	2	1	14711	16	1	13.5989	 	0	0
DL	99	3	39	95	2	1	58863	14	0	13.5989	 	0	0
UL	99	4	7	1	1	1	1718	27	1	20.1298 	0	0
UL	99	4	15	1	1	1	1640	26	0	20.1298 	0	2.7263e-06
DL	99	4	16	5	2	1	7257	24	1	12.3425	 	0	0
DL	99	4	21	74	2	1	57314	16	0	12.3425	 	0	0
DL	99	5	7	35	2	1	50826	24	0	17.5967	 	0	0.00117527
UL	99	6	8	1	1	1	1718	27	0	21.072 	0	0.222647
DL	99	6	9	30	2	1	43566	24	0	12.1729	 	1	1
UL	99	7	13	1	1	1	1718	27	0	20.0862 	0	0.67334
DL	99	7	14	1	2	1	865	18	0	12.1422	 	0	0.419394
DL	99	8	7	56	2	1	43371	16	0	12.1422	 	0	0
UL	99	9	8	1	1	1	1640	26	0	20.461 	0	0
DL	99	9	9	1	2	1	1449	24	0	12.1505	 	1	1
UL	100	0	7	1	1	1	1640	26	0	20.9587 	0	3.69326e-08
DL	100	0	9	22	2	1	17035	16	0	17.5997	 	0	0
DL	100	0	31	30	2	1	43566	24	1	17.5997	 	0	0
DL	100	0	61	89	2	1	3394	16	0	17.5997	 	0	0
DL	100	1	8	111	2	1	20435	16	0	17.5997	 	0	0
UL	100	2	8	1	1	1	1640	26	0	20.1538 	0	8.06331e-06
DL	100	2	9	111	2	1	20435	16	0	10.7892	 	0	6.59083e-10
UL	100	3	7	1	1	1	1640	26	0	20.494 	0	9.29186e-07
DL	100	3	8	1	2	1	1449	24	1	17.7314	 	0	0
DL	100	3	10	56	2	1	43371	16	0	17.7314	 	0	0
DL	100	4	8	30	2	1	43566	24	0	16.579	 	0	1.57468e-05
UL	100	5	7	1	1	1	1640	26	0	21.7921 	0	0
DL	100	5	8	1	2	1	1449	24	0	17.3137	 	0	3.77476e-15
UL	100	6	7	1	1	1	1640	26	0	20.2255 	0	1.34804e-06
DL	100	6	9	102	2	1	13464	16	0	17.6656	 	0	0
DL	100	7	8	50	2	1	7076	24	0	17.6656	 	0	2.38634e-08
UL	100	8	7	1	1	1	1640	26	0	21.0593 	0	2.62876e-08
DL	100	8	8	50	2	1	7076	24	0	12.6064	 	1	1
UL	100	9	7	1	1	1	1640	26	0	20.8658 	0	1.5595e-08
DL	100	9	8	50	2	1	7076	24	0	13.0896	 	1	1
DL	101	0	6	51	2	1	8528	24	0	13.0896	 	1	1
UL	101	1	7	1	1	1	1640	26	0	20.656 	0	3.27897e-06
DL	101	1	8	50	2	1	7076	24	0	9.17876	 	1	1
UL	101	2	7	1	1	1	1640	26	0	20.9365 	0	1.14565e-08
DL	101	2	9	42	2	1	36594	18	0	10.9423	 	0	3.81666e-06
DL	101	2	51	50	2	1	7076	24	1	10.9423	 	0	0
DL	101	3	7	44	2	1	38335	18	0	17.6035	 	0	0
DL	101	3	51	50	2	1	7076	24	1	17.6035	 	0	0
UL	101	4	7	1	1	1	1640	26	0	20.3713 	0	3.51193e-07
DL	101	4	9	43	2	1	37466	18	0	13.4936	 	0	4.44089e-16
DL	101	4	52	51	2	1	8528	24	1	13.4936	 	0	0
DL	101	4	103	32	2	1	27879	18	0	13.4936	 	0	8.21565e-15
UL	101	5	13	1	1	1	1640	26	0	20.6558 	0	4.7929e-08
DL	101	5	15	1	2	1	619	14	0	13.0801	 	0	0
DL	101	5	51	50	2	1	7076	24	1	13.0801	 	0	0
DL	101	6	8	148	2	1	63424	18	0	13.0801	 	0	0
UL	101	7	7	1	1	1	1640	26	0	20.4512 	0	4.75744e-07
DL	101	7	8	80	2	1	50645	24	0	12.5139	 	1	1
UL	101	8	7	1	1	1	1640	26	0	21.6802 	0	0
DL	101	8	8	125	2	1	43382	18	0	11.3267	 	1	1
DL	101	9	8	96	2	1	36702	20	0	17.6536	 	0	0
UL	102	0	7	1	1	1	1640	26	0	20.6078 	0	3.64474e-07
DL	102	0	8	89	2	1	29247	20	0	16.036	 	0	0
UL	102	1	7	1	1	1	1640	26	0	20.8669 	0	1.60951e-08
DL	102	1	8	73	2	1	63605	18	0	17.5845	 	0	0
DL	102	1	81	80	2	1	50645	24	1	17.5845	 	0	0
DL	102	2	7	102	2	1	13464	16	0	17.5845	 	0	0
UL	102	3	6	1	1	1	1776	28	0	21.4846 	1	0.999751
DL	102	3	8	51	2	1	8528	24	0	11.9901	 	1	1
UL	102	4	7	1	1	1	1776	28	0	21.4293 	1	0.999831
DL	102	4	8	56	2	1	4943	22	0	12.521	 	1	1
DL	102	5	7	50	2	1	7076	24	0	16.0449	 	1	0.27185
UL	102	6	7	1	1	1	1640	26	0	21.7881 	0	2.80344e-10
DL	102	6	8	50	2	1	7076	24	0	12.7592	 	1	1
UL	102	7	7	1	1	1	1640	26	0	21.8983 	0	1.55238e-10
DL	102	7	8	44	2	1	38335	18	0	11.8644	 	1	1
DL	102	7	52	51	2	1	8528	24	1	11.8644	 	0	0
UL	102	8	6	1	1	1	1776	28	1	20.5775 	0	0
DL	102	8	14	43	2	1	33301	16	0	17.6066	 	0	0
DL	102	8	57	56	2	1	4943	22	1	17.6066	 	0	0
DL	102	8	113	41	2	1	31752	16	0	17.6066	 	0	0
UL	102	9	1	1	1	1	1776	28	1	20.5775 	0	0
DL	102	9	8	1	2	1	1254	22	0	17.6066	 	0	0
DL	102	9	51	50	2	1	7076	24	1	17.6062	 	0	0
UL	103	0	7	1	1	1	1718	27	0	21.2633 	0	0.120985
DL	103	0	8	43	2	1	45792	20	0	17.6062	 	0	0
DL	103	0	51	50	2	1	7076	24	1	16.2871	 	0	0
UL	103	1	7	1	1	1	1718	27	0	19.1932 	1	0.999251
DL	103	1	9	36	2	1	27879	16	0	16.2871	 	0	0
DL	103	1	45	44	2	1	38335	18	1	16.2871	 	0	0
DL	103	2	8	64	2	1	15013	22	0	17.605	 	0	0
UL	103	3	7	1	1	1	1718	27	0	21.7189 	0	0.0668559
DL	103	3	8	50	2	1	7076	24	0	17.6114	 	1	0.724782
UL	103	4	7	1	1	1	1718	27	0	21.9264 	0	0
DL	103	4	8	46	2	1	1265	24	0	17.5881	 	0	0.030168
DL	103	5	7	45	2	1	65349	24	0	17.5881	 	0	0.587834
UL	103	6	7	1	1	1	1718	27	1	20.1024 	0	0
UL	103	6	15	1	1	1	1640	26	0	20.1024 	0	1.01712e-05
DL	103	6	16	22	2	1	31947	24	0	13.1251	 	1	1
DL	103	7	7	1	2	1	1254	22	0	17.8793	 	0	0
DL	103	7	51	50	2	1	7076	24	1	17.8793	 	0	0
DL	103	8	7	46	2	1	57894	22	0	17.7798	 	0	0
UL	103	9	6	1	1	1	1776	28	0	19.1328 	1	1
DL	103	9	7	1	2	1	1254	22	0	16.0172	 	0	0
UL	104	0	14	1	1	1	1776	28	0	21.5158 	1	0.999718
DL	104	0	15	8	2	1	6965	18	0	11.313	 	1	1
DL	104	0	23	22	2	1	31947	24	1	11.313	 	0	0
DL	104	0	45	25	2	1	21780	18	0	11.313	 	1	1
DL	104	1	8	1	2	1	1449	24	0	11.313	 	1	1
UL	104	2	8	1	1	1	1640	26	0	20.5544 	0	5.30642e-07
DL	104	2	9	60	2	1	21599	24	0	12.5691	 	1	1
UL	104	3	7	1	1	1	1640	26	0	20.7942 	0	9.0826e-08
DL	104	3	9	60	2	1	21599	24	0	16.0812	 	1	0.461885
UL	104	4	6	1	1	1	1776	28	1	20.4295 	0	0
DL	104	4	14	8	2	1	6965	18	1	17.618	 	0	0
DL	104	4	23	3	2	1	2317	16	0	17.618	 	0	0
DL	104	4	26	25	2	1	21780	18	1	17.618	 	0	0
DL	104	4	51	108	2	1	18111	16	0	17.618	 	0	0
UL	104	5	1	1	1	1	1776	28	1	20.4295 	0	0
DL	104	5	8	1	2	1	1449	24	1	17.618	 	0	0
DL	104	5	10	38	2	1	29428	16	0	17.618	 	0	0
UL	104	6	7	1	1	1	1718	27	0	22.0477 	0	0
DL	104	6	9	27	2	1	28751	20	0	14.1932	 	1	0.962802
DL	104	6	61	60	2	1	21599	24	1	14.1932	 	0	0
UL	104	7	7	1	1	1	1640	26	0	21.0591 	0	5.89174e-09
DL	104	7	8	18	2	1	22651	22	0	10.2341	 	1	1
DL	104	7	61	60	2	1	21599	24	1	10.2341	 	0	0
DL	104	8	7	1	2	1	1449	24	0	17.5959	 	0	0.0796448
UL	104	9	7	1	1	1	1640	26	0	21.4159 	0	3.73567e-09
DL	104	9	8	55	2	1	14336	24	0	12.9845	 	1	1
UL	105	0	6	1	1	1	1640	26	0	20.9007 	0	1.8672e-08
DL	105	0	7	21	2	1	18295	18	0	17.6437	 	0	0
DL	105	0	28	27	2	1	28751	20	1	17.6437	 	0	0
DL	105	1	6	13	2	1	8051	14	0	17.6437	 	0	0
DL	105	1	19	18	2	1	22651	22	1	17.74	 	0	0
UL	105	2	7	1	1	1	1640	26	0	20.2377 	0	1.87933e-06
DL	105	2	8	50	2	1	7076	24	0	17.74	 	0	1.42952e-11
UL	105	3	7	1	1	1	1640	26	0	20.1053 	0	3.60261e-06
DL	105	3	8	48	2	1	41822	18	0	9.50057	 	1	1
DL	105	3	56	55	2	1	14336	24	1	9.50057	 	0	0
DL	105	4	7	46	2	1	1265	24	0	17.7648	 	0	2.7045e-13
UL	105	5	12	1	1	1	1640	26	0	19.4482 	0	0.000190676
DL	105	5	13	45	2	1	65349	24	0	13.1757	 	1	1
DL	105	6	7	1	2	1	1449	24	0	13.1757	 	1	1
DL	105	7	7	42	2	1	26019	14	0	17.5832	 	0	0
DL	105	7	49	48	2	1	41822	18	1	17.5832	 	0	0
DL	105	7	97	132	2	1	16254	14	0	17.5832	 	0	0
