	frame	subF	1stSym	symbol#	cellId	rnti	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	588	6	1	22	2	4	10504	12	0	5.90773	 	0	3.10777e-07
DL	588	7	6	17	2	4	8115	12	0	5.90773	 	0	2.44182e-07
DL	588	8	1	3	2	4	1429	12	0	5.6184	 	1	0.722886
DL	589	3	6	3	2	4	1429	12	1	5.6184	 	0	0
DL	589	5	13	10	2	2	17809	28	0	29.856	 	0	0
DL	589	6	1	2	2	2	3558	28	0	29.856	 	0	0
DL	589	8	6	1	2	4	385	10	0	3.20707	 	1	1
UL	590	2	1	1	1	1	1449	24	0	5.22489 	1	1
DL	590	3	7	1	2	4	385	10	1	3.20707	 	0	0
UL	590	7	7	1	1	1	1449	24	1	5.22489 	1	0.915423
DL	590	8	9	14	2	4	3970	8	0	1.09893	 	1	1
DL	591	0	8	15	2	4	4255	8	0	1.09893	 	1	1
UL	591	2	1	1	1	1	1449	24	2	14.6311 	0	0
DL	591	2	15	8	2	4	1543	6	0	1.09893	 	0	0
UL	591	4	2	1	1	1	424	11	0	14.6311 	0	0
DL	591	4	3	20	2	4	3867	6	0	1.09893	 	0	0
UL	591	5	7	1	1	1	424	11	0	14.6311 	0	0
DL	591	5	8	15	2	4	2901	6	0	1.09893	 	0	0
DL	591	6	1	15	2	4	4255	8	1	1.09893	 	0	0
DL	591	6	16	7	2	4	1351	6	0	1.09893	 	0	0
DL	591	7	7	16	2	4	3092	6	0	1.09893	 	0	0
DL	591	8	1	22	2	4	4255	6	0	1.09893	 	0	0
DL	591	9	4	19	2	4	3675	6	0	2.78859	 	0	0
DL	592	0	7	16	2	4	3092	6	0	2.78859	 	0	0
DL	592	1	13	10	2	4	1932	6	0	2.78859	 	0	0
DL	592	2	1	22	2	4	4255	6	0	2.78859	 	0	0
DL	592	3	7	9	2	4	2551	8	0	2.78859	 	0	1.60316e-13
DL	592	8	7	4	2	4	1131	8	0	2.78859	 	0	8.01581e-14
UL	593	2	7	1	1	1	1157	21	0	16.5984 	0	0
DL	593	5	6	1	2	4	282	8	0	1.76033	 	0	0.569107
DL	593	7	6	5	2	4	1416	8	0	1.76033	 	0	0.531805
DL	593	7	11	4	2	1	7120	28	0	46.2403	 	0	0
DL	593	7	15	4	2	2	7120	28	0	31.8231	 	0	0
DL	593	7	19	4	2	3	7120	28	0	35.7903	 	0	0
DL	593	8	1	6	2	1	10685	28	0	46.2403	 	0	0
DL	593	8	7	6	2	2	10685	28	0	31.8231	 	0	0
DL	593	8	13	5	2	3	8903	28	0	35.7903	 	0	0
DL	593	8	18	5	2	4	1416	8	0	1.76033	 	0	0.531805
DL	593	9	3	3	2	3	5341	28	0	35.7903	 	0	0
DL	593	9	6	13	2	4	2512	6	0	1.76033	 	0	0
DL	593	9	19	2	2	1	3558	28	0	46.2403	 	0	0
DL	593	9	21	2	2	2	3558	28	0	31.8231	 	0	0
DL	594	0	6	17	2	4	3286	6	0	1.76033	 	0	0
DL	594	1	6	17	2	4	3286	6	0	1.76033	 	0	0
DL	594	2	1	22	2	4	4255	6	0	1.76033	 	0	0
DL	594	3	6	14	2	4	2706	6	0	2.75581	 	0	0
UL	594	4	1	1	1	1	1351	23	0	14.5426 	1	1
DL	594	4	3	7	2	4	1351	6	0	2.75581	 	0	0
UL	594	9	6	1	1	1	1351	23	1	14.2004 	0	0
DL	594	9	13	1	2	3	1776	28	0	45.0793	 	0	0
DL	594	9	14	1	2	1	1776	28	0	38.7044	 	0	0
DL	594	9	15	1	2	2	1776	28	0	33.7719	 	0	0
DL	595	4	1	1	2	4	282	8	0	4.20881	 	0	2.24953e-11
UL	595	6	1	1	1	1	1157	21	0	14.2004 	0	0.0503562
DL	595	9	8	2	2	1	3558	28	0	41.1669	 	0	0
DL	595	9	10	2	2	2	3558	28	0	28.3541	 	0	0
DL	595	9	12	3	2	3	5341	28	0	44.9324	 	0	0
DL	596	0	1	1	2	1	1776	28	0	41.1669	 	0	0
DL	596	0	2	1	2	2	1776	28	0	28.3541	 	0	0
DL	596	0	3	1	2	3	1776	28	0	44.9324	 	0	0
DL	596	0	4	19	2	4	5390	8	0	4.20881	 	0	0
DL	596	1	7	4	2	1	7120	28	0	41.1669	 	0	0
DL	596	1	11	4	2	2	7120	28	0	28.3541	 	0	0
DL	596	1	15	4	2	3	7120	28	0	44.9324	 	0	0
DL	596	1	19	4	2	4	1131	8	0	4.20881	 	0	0
DL	596	2	1	6	2	1	10685	28	0	41.1669	 	0	0
DL	596	2	7	6	2	2	10685	28	0	28.3541	 	0	0
DL	596	2	13	5	2	3	8903	28	0	44.9324	 	0	0
DL	596	2	18	5	2	4	1416	8	0	4.20881	 	0	0
DL	596	3	7	4	2	3	7120	28	0	44.9324	 	0	0
DL	596	3	11	4	2	4	1131	8	0	4.20881	 	0	0
DL	596	3	15	4	2	1	7120	28	0	41.1669	 	0	0
DL	596	3	19	4	2	2	7120	28	0	28.3541	 	0	0
DL	596	4	8	3	2	3	5341	28	0	45.0622	 	0	0
DL	596	4	11	5	2	4	1416	8	0	2.06937	 	0	0.000107795
DL	596	4	16	2	2	1	3558	28	0	38.3693	 	0	0
DL	596	4	18	2	2	2	3558	28	0	30.8167	 	0	0
DL	596	5	8	15	2	4	4255	8	0	2.06937	 	0	0.00032335
DL	596	6	1	22	2	4	6242	8	0	2.06937	 	0	0.000484985
DL	596	7	8	12	2	4	3403	8	0	2.06937	 	0	0.000269465
UL	596	8	1	1	1	1	1157	21	0	13.6952 	1	0.96857
DL	596	8	3	11	2	4	3118	8	0	2.06937	 	0	0.000269465
UL	597	3	1	1	1	1	1157	21	1	7.37203 	0	0
DL	597	4	1	6	2	3	10685	28	0	45.0622	 	0	0
DL	597	4	7	6	2	1	10685	28	0	38.3693	 	0	0
DL	597	4	13	1	2	2	1776	28	0	50.7108	 	0	0
DL	597	6	2	1	2	3	1776	28	0	32.2237	 	0	0
DL	597	8	2	1	2	4	282	8	0	3.4698	 	0	1.1436e-08
UL	598	2	1	1	1	1	1060	20	0	16.1328 	0	0
DL	598	4	1	2	2	1	3558	28	0	38.188	 	0	0
DL	598	4	3	6	2	2	10685	28	0	50.7108	 	0	0
DL	598	8	1	1	2	4	282	8	0	2.32616	 	0	0.0236746
UL	599	4	1	1	1	1	1254	22	0	15.2705 	0	0.0353441
DL	599	4	2	6	2	4	1698	8	0	2.32616	 	0	1.14129e-06
DL	599	4	8	5	2	1	8903	28	0	39.334	 	0	1.33227e-15
DL	599	4	13	5	2	2	8903	28	0	31.8106	 	0	0
DL	599	4	18	5	2	3	8903	28	0	44.7078	 	0	0
DL	599	5	7	4	2	1	7120	28	0	39.334	 	0	1.11022e-15
DL	599	5	11	4	2	2	7120	28	0	31.8106	 	0	0
DL	599	5	15	4	2	3	7120	28	0	44.7078	 	0	0
DL	599	5	19	4	2	4	1131	8	0	2.32616	 	0	7.60863e-07
DL	599	6	1	22	2	4	6242	8	0	2.32616	 	0	3.42388e-06
DL	599	7	7	16	2	4	4540	8	0	2.32616	 	0	2.28259e-06
DL	599	8	1	8	2	4	2268	8	0	2.37559	 	0	5.34202e-06
